II,V,VII,VIII,IX,X,XI,XII,AT,PC,TFPI Total,Fbgn,Plgn,α2-AP,TAFI,FXIII,RBC,PLT
1573.180909476964,18.488561443584786,24.54938021127823,0.8793237591920408,108.15023556949224,215.02858583546578,5.230321237350333,13.32903471391689,3799.566366104611,84.2757391049872,45.528478586953895,30505.760951414173,4666.341375816985,55.70868829687989,106.92592966815596,64.29400776254032,3.4778480736190005,134.32277132769914
1706.6697180185554,23.038617444788695,26.144275416843186,0.8164729835129945,122.13539699447978,230.67914465052758,8.157741628687473,18.287628020628233,3751.73935562919,69.70889221045478,52.14660496777748,32474.216055357243,6010.893074745675,79.59659252373527,121.76589058374091,80.51607806189668,3.8495100512096028,204.40586828670348
1131.6563186843607,18.482148837408047,9.294169014942904,0.470710387742274,72.43250406625336,142.4337325313323,7.345175630239773,14.266879062322122,2891.8434321688705,64.83645022873708,72.4391514598272,22446.553562354817,2981.2563653303387,103.03018432219076,100.57590531885133,61.36112173486445,3.25071791244206,171.23054587855466
1329.9585928089484,18.95183343573572,13.649398795849601,0.4889756473598386,83.85693667354673,183.5116980966106,7.470837976166341,12.359442309688502,3520.569269143255,72.37476117802403,59.73969238256138,19829.16586636728,5498.193330970271,55.46958583613641,99.11179135601746,101.99349486957806,4.0800956025944135,205.07168305270335
1388.6897240141466,20.011638468503065,16.64321736473317,0.9249819207124464,99.61788138156989,177.42836110942602,11.234978154856938,16.573210931997544,3413.737115244818,50.85602760747982,59.02702239670658,31242.751197965572,3813.094573284643,56.53101090441468,65.59813792926934,79.36858616154846,3.5831046476395985,174.64982328722246
1513.4048651014596,16.994682881554773,17.71087870007254,1.06819529093157,114.03013070827924,200.18655947081248,9.469586781920125,14.366206803527493,3306.1960471718107,66.13861654105035,57.404521997940954,37390.142532451726,6593.091228202755,104.66024139199124,70.92737902518962,56.22904652345238,3.6692294925601154,170.56917799131213
1436.2833422276776,23.394552871692195,20.95659119750552,0.8726439715180321,121.70710280201602,215.34853285630365,7.689881844886647,9.264877678869215,3154.8870578855413,71.77818393226922,46.43059935791333,43685.3662601286,3586.0229624739795,107.4971570678313,96.6831975778707,48.752966822194686,3.277646518505407,123.79911868275336
1424.663328846057,20.321160415799003,20.853142287282456,1.4026314575612668,109.0999919830797,231.76511688502214,3.832919676020037,11.967479165984521,3236.8587486154684,58.59895319543896,61.55219437663581,53711.1437787593,5092.174308940357,122.6580597417015,143.70134058685508,57.57879870422053,3.1541289644409227,162.65227142278542
1401.7909498087383,20.510648097236455,19.829064472522223,1.241481176873087,132.9916813311133,202.81765263229235,5.051333042585187,24.76263164562567,3607.781147489501,65.8521640309419,70.96867221084939,44707.564938092524,5225.763034381494,110.25810718260585,97.99023216944117,51.195148262650484,2.7783345524332694,150.4424025902197
1379.612786552424,20.412434066407084,18.27786338023965,1.2407324042407568,104.37604053031325,201.09684102493094,4.53929325573604,16.64194912018029,2830.7646941076373,47.75739049201984,46.43360681068598,40996.605866930935,4412.506265281874,76.58157872831868,131.38392288263913,44.978772601213066,3.428116151353414,160.38997946585314
1123.357074795603,20.029291511841116,12.640664808784294,0.9414614460808087,104.22325832540741,166.4530464366877,6.648212426102217,14.492248187672372,2621.150705179468,62.18527260605473,31.431377078891014,30490.248000850337,4326.476135730534,115.26928228992023,88.45573227689708,33.75175770236286,3.05106551013455,123.73557914115214
1189.4888970857328,17.881067878382495,13.290982138004345,1.04572476454223,79.70533735916337,145.7550062585855,6.574820880014621,7.4375559417962975,2847.5319159397613,44.34178745885976,56.77854693166414,42853.25887878772,4688.283395975141,79.84609583565822,62.81187583289266,44.64210442777414,3.224180765472707,134.09816208735987
1453.1391879483842,15.811071815344484,16.40618383235561,1.4013506236758344,135.118476371152,198.9065404911396,10.062730675530066,23.508910342154348,2978.265298079384,70.84192141137109,63.1290837396936,49176.12002539576,5170.155697404444,114.62966768721861,70.86831137272648,33.342972386119854,3.3752812978260094,164.0378997839902
1486.1575225378735,21.98588149290292,18.5260444458859,0.7587394772345142,96.06871155891122,207.4586895887792,6.980468446874238,14.72901502149175,3432.1096390871885,89.85419633604172,43.18257714721447,34583.758040810506,6638.915907410946,115.19256070542176,122.21892297925953,40.25166832699806,3.18580051788435,169.42619995677396
1353.1274597513716,22.172583117361043,17.59617024942553,0.7667966852071898,92.1093594878755,177.4177686874193,6.849568075875069,16.08832303993416,3424.2217118406656,80.94228302088278,62.060166253759284,29127.40959625306,4221.1556125077195,87.35615531055072,89.26363859900864,63.715477190301144,3.2752146592995057,174.97687364751062
1394.8595576951006,23.437929190979197,19.330147672595373,1.6059662861412531,143.88658523146364,213.41175506837982,6.37892482335933,19.172250709300634,2942.2884668809975,51.03379737313879,52.30762286005348,60290.44482308965,6489.253751896582,133.38231611924658,80.25798064281496,16.805709353435113,2.5748483042014256,131.01786880614293
1289.6438644580078,14.323520443732562,11.660359372034932,0.34686412781820614,74.4959729197378,142.97368073963344,10.21898141963324,12.552425153973525,3200.619533571258,36.202044545738744,36.23710101556823,26894.58635445167,4983.734760261938,94.6672599721898,51.35734057580787,53.46587300825002,3.576062850745017,223.3879011479617
1460.920017555302,23.07689931317445,15.440530783390013,0.9393242545471148,108.25487734586886,209.41313501171408,7.265506272132274,26.291607091331354,3249.098372738943,39.460885974002416,52.10537904318071,41303.570968034386,5107.827876203441,163.78178712032118,106.99741706049586,55.16907271219171,3.1361976756883183,225.71849828737356
1425.2523190267834,18.46837814287952,13.47190208871744,0.5892076976590328,108.52224751513329,189.1058751924703,10.517279123465912,11.502169988569946,3462.930204127477,87.04173244337626,72.22282581167106,30285.662610058753,3604.3158205617815,131.58965710996958,51.69129704748172,88.96881620414217,3.561627258539623,167.54657176263032
1519.5992603050097,23.502546761458134,17.71444607677543,0.8948386686317947,121.24084584341523,219.1663646555776,10.683684098678823,11.591376027186048,3059.2920460793343,62.26116364954878,45.45339178372253,29843.54142153951,6368.260197209331,120.26066692529264,83.14081473072713,50.910984584470455,3.517216657832154,191.24956738720743
1393.0830149701585,18.227912649290758,17.65314677919622,1.0973610715535305,103.55555338845497,205.85444319429547,4.053096520903086,13.994722530779132,2899.556180496587,70.03193714490732,61.89554371550346,48701.497397683925,5808.145551672823,98.76768028491658,105.60782993467613,33.85965759253721,3.3661771654320427,166.93581239521188
1313.9153220951164,18.58681853518134,17.438397279583533,1.400355437076446,87.00339458613881,188.55035436328245,4.561673851900753,15.218953642701042,3166.613501765906,64.05202055522653,82.23724052548434,46221.44231184796,6685.10024937098,99.02419600306675,87.93905534167939,34.36299496615044,2.978068545715585,172.60195656911978
1253.5751060105156,22.32328407375425,11.007877941564173,0.6644477134226295,106.64998143840992,184.29818963242437,7.872268862488525,16.116722129952052,2408.6084510486644,51.899288167921256,71.44186180392491,46152.852599127895,3112.7274198807686,191.2923379564312,74.16501855272658,53.42340061605768,3.033791822202724,153.23451173248344
1236.166513534244,18.839001535754605,10.32449655080681,0.4899529867751561,63.216472841192015,162.15111402623435,5.070160070414125,10.136857845129272,2951.1944781686047,59.498882504254,69.57165952907486,40335.14722890614,3080.4735787032405,100.50400245352795,75.14662814874463,46.86687617026897,3.1401120429676306,149.2915010626814
1455.1262881743792,18.872397998890193,16.365634688802423,1.399181321192401,71.23209509011373,190.86676652843022,4.275246319181417,20.32962271795103,3685.3111767338332,47.2348646638567,49.79705001624985,46018.365794415535,7263.211322110533,65.01687325721268,153.15925618799815,40.911847470797206,3.3592290525176893,192.22029995270046
1196.3671376171023,21.10657188864063,15.696324544370562,0.9689992383312471,105.09900867711504,180.02887841834058,3.047703315758718,14.206656061184153,3328.772913967331,85.59888805713405,46.82054516176579,39294.76640075154,2829.5447052134264,95.60438945857922,129.69905469657635,47.794273011630764,2.7513666185764944,138.9880649661402
1506.182793473712,25.07691727192372,21.56455062835057,0.676983708838344,99.92553062800278,240.73889880706744,5.388643556584381,14.908290670845972,3139.384421969509,59.05503357298989,67.8152775420471,42131.64000439781,5422.335980088703,114.84561089174576,143.55092652600143,61.59168043769331,3.4129453849012745,171.81813150529604
1373.6002519324743,20.773619967414078,18.444808832285446,1.2235779527557913,129.3160822109538,215.72667293569435,9.308223660708283,16.323402879257884,2841.2289653572598,47.25671580500504,51.5508396971023,35402.02521267151,5506.551390041923,101.74021027700724,77.25480639889601,35.34690183480534,2.770588871572529,177.92248457299044
1401.0150900614685,18.76927280098435,14.517697775587513,1.0494732592982472,98.53792726532515,175.39596523777828,11.34218848540951,7.161788841203126,3175.0272810828965,35.888128279765525,58.84922386288035,36734.28487379868,6170.534869387151,59.16664973609159,46.49407803941206,54.80294814893786,3.455908747323386,160.53356155322908
1354.9708049384542,15.714800158373798,6.771522423914274,0.6065842852087662,68.1346304550136,165.79965575405885,9.075739651852995,18.1384072990244,3613.58897065741,67.55483197403456,71.25111704909271,29844.967620660882,2435.878332614596,102.24777115555216,72.52833843076472,69.71869240965614,3.462470235775464,234.33281011953488
1559.5562064164812,24.040651362989557,24.22299271938362,1.1882801799036857,120.77701768196349,247.52198115674588,6.0494706562924705,24.85763165813115,2972.8749367675387,64.48999857001844,73.45014394490063,46547.33088694199,4529.261972808372,136.80559746034996,126.71606560138802,46.21589007574903,3.448219159853012,155.96978699552767
1463.8835582846439,24.1132240109887,13.26735756777558,0.5747876162674462,87.1446553184632,199.1280828615672,8.39231183602586,8.490949154199658,2982.1618952869103,72.21706864179002,49.02850149478013,16292.839261618325,6698.061173723382,62.82503925962972,114.2565383906492,33.94040802087292,3.2900764731032575,195.20219287306332
1117.5978565674866,12.70510153698931,6.078036247652621,0.619243378621627,44.93797629542613,113.05549530796452,7.068308555773473,3.614656398149921,3318.3000702746817,65.72100245922286,43.96137379088439,28967.853008191574,4776.915434556006,73.55830034329863,81.80693262086115,69.5736050191362,3.9049414318631146,196.38579081175212
1208.6437733101664,17.85038037996125,8.715047751896027,0.7047213669804334,50.20423251559472,140.96120817303466,5.69878172249417,9.775121357437675,3722.1946046424564,48.10152788394196,48.898942367661164,31788.832685087535,3709.058347979097,80.16936138931645,92.3756257371876,73.10701213361311,3.630329323879318,222.11213527233585
1396.8092790151618,17.305203850698852,15.884098070641052,0.23545403598819603,95.82650578984986,181.77200614946528,8.46720511675069,12.275809231757027,3912.640809439186,81.70790489027985,59.376758341286646,20970.38564807367,4767.523199314146,105.83510593846682,93.31143308132363,80.46119677831639,3.5279840683831005,261.2554921146798
1379.8104621285815,22.777560769223683,18.05765636157124,1.3634370701503817,114.68087541085418,204.3911938357684,5.780364352515615,16.94863773240983,2615.269575317716,28.827895710902318,55.79371911742175,36349.75616257059,6489.558417269852,72.32425315069068,134.72098851127552,38.53209669315882,3.0572466378034653,175.3216317051336
1382.7932439858075,16.723688278258333,16.371512142111918,0.840220337164972,75.58123020945223,178.3264599286046,9.553137648635822,11.27157778773983,3251.8080423908527,59.40078837969535,90.0128052605793,33158.32220926905,5117.308579898048,108.452976134375,56.690581664298875,74.23008914943212,3.679643865325293,191.32928757937339
1540.2102366953986,20.190097745895237,23.705577019145395,1.5981172073908316,134.90368691687496,237.62994667439332,5.437873846037226,17.126079958594666,3356.471932867586,36.71759965749872,59.24299235106758,54806.76320856928,7950.010781877463,104.39842870570828,118.21987181661191,24.209104882216664,2.783533170754245,165.04220090865937
1157.5177466681694,24.18673638747488,8.540315826403454,0.4417415513966791,121.73875909809163,149.84719166756648,11.162722116379332,7.2570253339189446,2845.6225360614935,57.98221073778529,71.57716778694721,34808.01397991256,4307.501521674958,134.55869513718582,40.25758778691115,63.880199345625186,2.9947461217619935,150.55965346089573
1302.4182080114151,15.160985026001498,6.014259613479309,0.8120673664805204,76.42010776543661,158.33148537302355,9.048608835015497,20.675980001885538,2974.5243375438426,44.17367083346956,57.455464123711074,26498.704598343913,7401.070255382533,129.32569715430182,58.48981573611153,52.81399221680439,3.523712889222838,235.67386597527164
1369.0597999562967,18.788255089191836,14.222031524863292,0.13931110989711534,83.59716656311876,181.73764570740545,12.22154180418822,4.655160372292428,3101.6068874052535,72.5874852218191,66.83413981205712,27515.413725727634,5238.555344203905,146.99656373118296,53.62843619748154,76.19812375989207,3.7971442095315515,244.82553574818155
1216.9478866136126,16.980026212226797,17.19956510370102,0.9796208328767071,96.19045255925616,163.75733851637577,4.020067618573303,11.795869983478022,3481.554645667495,41.77333079284246,64.25674206454491,47065.73212132346,3433.0990056572323,53.62449673590428,91.63195417993542,70.0326020052452,3.3520822781118143,168.73263907194288
1436.8382240749002,18.889486773391468,13.6772244193755,0.7875175968421485,80.00251564960038,188.49125269663483,9.878102066145342,17.63776950884487,2700.28136239055,42.55385370813952,56.467569060622296,32655.535443226298,4067.538099731789,104.16437584961893,100.23814873480966,55.475544459579794,3.7692618230304067,187.558797708741
1399.1236100857584,20.156214761039195,14.376491354473453,0.6335754232202336,93.04745624426994,186.41295378597871,9.564622532814248,8.7188089601354,2951.7751741654656,68.92569130219125,78.94468563417428,41998.15524206437,4272.350103314651,113.95692404185027,77.57071670935971,69.38434131447596,3.394580096691819,171.99776398384893
1377.3793228277646,15.533237517437923,14.099700801875718,0.7228919154465421,99.78343984908376,200.02135664543658,7.71700403182593,18.59291651931443,2967.5040511338075,67.86676395620474,67.13777503886138,30876.892417826002,3631.560403026781,153.22945776047774,84.20941677107184,59.360892006123905,3.164686230160903,200.99443169054513
1424.416163998251,19.575350851312272,13.614330434326426,0.8872809451999709,126.4070248440007,205.18667590378075,9.53172130323792,11.738138680997823,2692.6561970426933,72.48400689634225,59.17920418455718,35346.438529236606,3546.491860998175,155.23220136939827,60.522717599872024,54.65027093595864,3.272995714970149,149.30324437700213
1500.6611979798076,22.853128564785212,18.624277340519832,1.17851195104189,115.32996313721276,218.9714203619097,8.348714848678506,18.201555752031435,3223.151929956432,52.84048874427035,81.1949818469736,54928.15319499016,3947.3605904812334,137.14199077617587,76.55353020775341,51.344061333288636,2.969884119261896,163.55520811831673
1357.848519250455,19.398585802914493,14.607865116102598,0.7210056583209705,90.67857539284118,169.9103156009468,10.09949702154106,10.886828188946753,3051.8870948372455,58.644662604446644,81.7000339507756,22111.713255416948,4841.596785928945,40.358801385144254,52.41284595948267,86.38469911121912,3.626812333601664,125.97403255410481
1019.1478582870855,15.099948233186213,0.0,0.05721914016452902,68.90029669422755,96.93807653688197,11.680542008129374,9.160328903852967,3638.4484151095553,46.19185950585601,35.99850700439569,16918.85027620841,3695.0209106051907,65.99517596928595,38.581931174987055,88.66420550779975,3.623809133075947,230.40504518604365
1912.014553756166,22.903379942636658,21.425873913827147,0.9313653169174267,133.09703750479935,262.6616022125463,14.362956691780784,19.200808169292173,3533.210916276862,56.41194295774441,78.24935691740822,33694.866884875206,7496.282295128545,159.4256131890627,68.94624532768636,71.14649146077517,3.277554789230754,245.09932115802582
